codeunique,nom_long,id_ref_ZdC,nom_ZdC,id_ref_ZdA,nom_ZdA,idrefliga,idrefligc,res_com,mode_,train,rer,metro,tramway,val,tertrain,terrer,termetro,tertram,terval,exploitant,idf,principal,x,y
106075,Bir-Hakeim,473829,Bir-Hakeim,45340,Bir-Hakeim,A01539,C01376,6,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,647853.8595,6861779.4604
106081,Boissière,71301,Boissière,42359,Boissière,A01539,C01376,6,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,647920.0417,6863228.9677
107029,Aubervilliers Pantin - Quatre Chemins,72460,Aubervilliers Pantin Quatre Chemins,46492,Aubervilliers Pantin Quatre Chemins,A01540,C01377,7,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,655445.8206,6867258.482
107095,Le Kremlin-Bicêtre,70452,Le Kremlin - Bicêtre,43643,Le Kremlin - Bicêtre,A01540,C01377,7,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653165.655,6856862.2879
108041,Opéra,71337,Opéra,42237,Opéra,A01536 / A01540 / A01541,C01373 / C01377 / C01378, 3 /  7 /  8,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651026.1803,6863612.7102
108053,Filles du Calvaire,71277,Filles Du Calvaire,58727,Filles du Calvaire,A01541,C01378,8,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653535.9904,6862766.9605
108061,Ledru Rollin,71693,Ledru Rollin,43674,Ledru Rollin,A01541,C01378,8,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,654144.8357,6861457.2786
108071,Michel Bizot,71595,Michel Bizot,44140,Michel Bizot,A01541,C01378,8,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,656130.969,6859839.9191
113079,Les Courtilles,72286,Asnières - Gennevilliers Les Courtilles,42231,Asnières - Gennevilliers Les Courtilles,A01546 / A01191,C01383 / C01389, 13 / TRAM 1,METRO / TRAM,0,0,1,1,0,0,0,1,0,0,RATP,1,1,647552.6733,6870324.1848
104079,Porte d'Orléans,70657,Porte d'Orléans,44508,Porte d'Orléans (Général Leclerc),A01537 / A01193,C01374 / C01391, 4 / TRAM 3a,METRO / TRAM,0,0,1,1,0,0,0,0,0,0,RATP,1,0,650478.9462,6858332.5564
467,Funiculaire Montmartre Station Haute,73848,Funiculaire de Montmartre - Gare haute,45558,Funiculaire de Montmartre - Gare haute,A01548,C01385,FUNICULAIRE MONTMARTRE,VAL,0,0,0,0,1,0,0,0,0,1,RATP,1,0,651787.8703,6865272.4929
102043,Ménilmontant,71815,Ménilmontant,44133,Ménilmontant,A01535,C01372,2,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,654781.3662,6863111.7042
105045,Hoche,72004,Hoche,43364,Hoche,A01538,C01375,5,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,656177.9028,6865856.7162
109093,Mairie de Montreuil,71785,Mairie de Montreuil,44052,Mairie de Montreuil,A01542,C01379,9,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,0,659027.1889,6862618.9315
114075,Mairie de Saint-Ouen,72168,Mairie de Saint-Ouen,43969,Mairie de Saint-Ouen,A01546 / A01547,C01383 / C01384, 13 /  14,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,0,651207.7214,6868271.2093
107025,La Courneuve 8 Mai 1945,73696,La Courneuve - 8 Mai 1945,470546,La Courneuve - 8 Mai 1945,A01540 / A01191,C01377 / C01389, 7 / TRAM 1,METRO / TRAM,0,0,1,1,0,0,0,1,0,0,RATP,1,0,656807.0912,6869138.8599
112085,Porte de la Chapelle,72064,Porte de La Chapelle,473459,Porte de La Chapelle,A01545 / A01757,C01382 / C01679, 12 / TRAM 3b,METRO / TRAM,0,0,1,1,0,0,0,0,0,0,RATP,1,0,653034.5504,6866678.0561
110033,Porte d'Auteuil,71169,Porte d'Auteuil,44504,Porte d'Auteuil,A01543,C01380,10,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,645529.7326,6861136.8657
112067,Trinité d'Estienne d'Orves,71355,Trinité d'Estienne d'Orves,45170,Trinité d'Estienne d'Orves,A01545,C01382,12,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651086.8143,6864240.7689
108021,Lourmel,71086,Lourmel,45363,Lourmel,A01541,C01378,8,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,647310.8393,6860093.2932
324,Les Coteaux,70763,Les Coteaux,47370,Les Coteaux,A01192,C01390,TRAM 2,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,642814.6512,6862219.4104
320,Les Moulineaux,70622,Les Moulineaux,43765,Les Moulineaux,A01192,C01390,TRAM 2,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,645031.5696,6858199.9405
1022,Auguste Delaune,72479,Auguste Delaune,42245,Auguste Delaune,A01191,C01389,TRAM 1,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,660454.9526,6867546.4432
1006,Cosmonautes,73692,Cosmonautes,42763,Cosmonautes,A01191,C01389,TRAM 1,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,654444.337,6870374.5523
1303,Desnouettes,71055,Desnouettes,42844,Desnouettes,A01193,C01391,TRAM 3a,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,647443.2266,6859605.4134
1015,Gaston Roulaud,72526,Gaston Roulaud,47349,Gaston Roulaud,A01191,C01389,TRAM 1,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,658317.1451,6868383.5293
1800,Porte de Rungis,69721,Porte de Rungis,58785,Porte de Rungis,A02134,C01774,TRAM 7,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,652606.6122,6850478.2667
1801,Saarinen,69700,Saarinen,52184,Saarinen,A02134,C01774,TRAM 7,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,652533.1229,6850205.2141
1802,Robert Schuman,69670,Robert Schuman / Traversière,44994,Robert Schuman (Parc Silic Centre),A02134,C01774,TRAM 7,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,652418.3098,6849800.9178
117063,Jean Vilar,72378,Jean Vilar,59327,Jean Vilar,A02150,C01795,TRAM 8,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,1,651916.7273,6872729.4221
117066,Blumenthal,72364,Blumenthal,59325,Blumenthal,A02150,C01795,TRAM 8,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,1,651598.6744,6872185.0766
117059,Pierre De Geyter,72292,Square de Geyter,50567,Square de Geyter,A02150,C01795,TRAM 8,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,1,652574.6318,6870424.8295
117041,Robert Wagner,422455,Robert Wagner,44649,Robert Wagner,A02149,C01794,TRAM 6,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,639663.8104,6854206.2278
1602,Séverine,71824,Séverine,45629,Séverine,A01757,C01679,TRAM 3b,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,1,656644.0673,6863216.9519
1606,Delphine Seyrig,73800,Delphine Seyrig,58500,Delphine Seyrig,A01757,C01679,TRAM 3b,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,1,655841.8917,6866154.1419
1607,Ella Fitzgerald,73799,Ella Fitzgerald,58499,Ella Fitzgerald,A01757,C01679,TRAM 3b,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,1,655641.7897,6866550.4038
1610,Porte d'Aubervilliers,72434,Porte d'Aubervilliers,44503,Porte d'Aubervilliers,A01757,C01679,TRAM 3b,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,1,653741.6915,6866695.5168
1005,Hôpital Delafontaine,461959,Hôpital Delafontaine / Joliot Curie,43375,Hôpital Delafontaine,A01191,C01389,TRAM 1,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,653922.6904,6870584.5906
1612,Diane Arbus,72061,Diane Arbus - Porte des Poissonniers,45537,Diane Arbus (Porte des Poissonniers),A01757,C01679,TRAM 3b,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,652471.3184,6866675.5528
526,Clichy-sous-Bois Mairie,477288,Clichy-sous-Bois - Mairie,477287,Clichy-sous-Bois - Mairie,A01761,C01843,TRAM 4,TRAM,0,0,0,1,0,0,0,0,0,0,SNCF,1,0,666749.1655,6867636.7295
525,Maurice Audin,73364,Maurice Audin,479052,Maurice Audin,A01761,C01843,TRAM 4,TRAM,0,0,0,1,0,0,0,0,0,0,SNCF,1,0,666221.241,6867700.7704
530,Arboretum,478648,Arboretum,478647,Arboretum,A01761,C01843,TRAM 4,TRAM,0,0,0,1,0,0,0,0,1,0,SNCF,1,0,667867.0083,6866524.5281
117078,Musée MAC VAL,70198,Musée MAC VAL,479030,Musée MAC VAL,A02371,C02317,TRAM 9,TRAM,0,0,0,1,0,0,0,0,0,0,KEOLIS,1,0,654909.0747,6854931.6825
1024,Petit Noisy,72438,Petit Noisy,44325,Petit Noisy,A01191,C01389,TRAM 1,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,660812.1179,6866845.2935
117053,Hôpital Béclère,423879,Hôpital Béclère,47746,Hôpital Béclère,A02149 / A02527,C01794 / C02528,TRAM 6 / TRAM 10,TRAM,0,0,0,1,0,0,0,0,0,0,RATP / RD Bièvre,1,0,645224.573,6854326.5803
1012,Maurice Lachâtre,72553,Maurice Lachâtre,44125,Maurice Lachâtre,A01191,C01389,TRAM 1,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,657043.0912,6868958.404
521,Stains La Cerisaie,426083,Stains la Cerisaie,462931,Stains la Cerisaie,A02225,C01999,TRAM 11,TRAM,0,0,0,1,0,0,0,0,0,0,SNCF,1,0,655458.2238,6872923.9677
105047,Porte de Pantin,71989,Porte de Pantin,473687,Porte de Pantin - Parc de la Villette,A01538 / A01757,C01375 / C01679, 5 / TRAM 3b,METRO / TRAM,0,0,1,1,0,0,0,0,0,0,RATP,1,0,655400.6416,6865550.0507
464,Parc PR,74162,NC,59080,Parc Pr,A01516,C00563,CDGVAL,VAL,0,0,0,0,1,0,0,0,0,0,AEROSAT,1,0,666700.4738,6878881.1727
463,Terminal 1,69212,NC,42163,Aéroport CDG - Terminal 1 (CDGVAL),A01516,C00563,CDGVAL,VAL,0,0,0,0,1,0,0,0,0,1,AEROSAT,1,1,666492.6184,6879374.4072
37,Dammartin - Juilly - Saint-Mard,69254,Dammartin - Juilly - Saint-Mard,46736,Dammartin - Juilly - Saint-Mard,A02175,C01738, K,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,1,678005.2801,6881418.3975
56,Héricy,61658,Héricy,47145,Héricy,A01845,C01731, R,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,682303.5243,6815848.7922
474,Chartres,411508,Chartres,411507,Chartres,A02172,C01744,TER,TRAIN,1,0,0,0,0,1,0,0,0,0,SNCF,0,0,587619.0936,6817502.353
476,Maintenon,74349,Maintenon,59302,Maintenon,A02172,C01744,TER,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,596209.6236,6832764.6825
501,Chantilly - Gouvieux,411429,Chantilly - Gouvieux,411428,Chantilly - Gouvieux,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,0,0,660596.9644,6898729.3457
107043,Château-Landon,71359,Château Landon,470519,Gare de l'Est,A01540,C01377,7,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653205.1424,6864458.3475
195,La Norville,60115,La Norville - Saint-Germain-lès-Arpajon,47939,La Norville - Saint-Germain-lès-Arpajon,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,645885.8486,6832575.0053
213,La Ferté-Alais,59661,La Ferté-Alais,43142,La Ferté-Alais,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,652130.1071,6820780.3661
125,Andrésy,65542,Andrésy,47916,Andrésy,A01852,C01739, J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,630357.3499,6875381.1005
82,La Verrière,63426,La Verrière,43147,La Verrière,A01847 / A01855,C01736 / C01741, N /  U,TRAIN,1,0,0,0,0,1,0,0,0,0,SNCF,1,1,622299.0,6851084.0
128,Conflans-Fin-d'Oise,73605,Conflans Fin d'Oise,43114,Conflans Fin d'Oise,A01852 / A02176 / A01856,C01739 / C01740 / C01742, J /  L /  A,TRAIN / RER,1,1,0,0,0,0,0,0,0,0,SNCF,1,1,632206.1445,6877283.404
102059,Anvers,71419,Anvers,42210,Anvers,A01535,C01372,2,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651940.6604,6864972.2744
102067,Rome,71408,Rome,44662,Rome,A01535,C01372,2,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650263.243,6864915.3429
114069,Guy Môquet,71528,Guy-Môquet,43333,Guy Môquet,A01546,C01383,13,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650669.9354,6866009.8077
107035,Crimée,72013,Crimée,42780,Crimée,A01540,C01377,7,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,654325.3614,6865835.2112
108087,Créteil–L’Échat,70269,Créteil L'Échat,45712,Créteil L'Échat,A01541,C01378,8,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,659555.2293,6855318.906
108092,Créteil - Pointe du Lac,69884,Pointe du Lac,44453,Pointe du Lac,A01541,C01378,8,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,0,660626.3001,6852212.5077
103037,Gambetta,71808,Gambetta,43055,Gambetta,A01536 / A01549,C01373 / C01386, 3 /  3bis,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,0,655836.2429,6862936.3939
109077,Charonne,73647,Charonne,42560,Charonne,A01542,C01379,9,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,654852.271,6861848.7876
112073,Pigalle,71409,Pigalle,44345,Pigalle,A01535 / A01545,C01372 / C01382, 2 /  12,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651384.1514,6864917.9745
114065,Place de Clichy,71435,Place de Clichy,44372,Place de Clichy,A01535 / A01546,C01372 / C01383, 2 /  13,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650662.241,6865033.8723
108043,Richelieu-Drouot,71330,Richelieu Drouot,44642,Richelieu Drouot,A01541 / A01542,C01378 / C01379, 8 /  9,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651592.0176,6863756.4929
109049,Franklin D. Roosevelt,71318,Franklin D. Roosevelt,43026,Franklin D. Roosevelt,A01534 / A01542,C01371 / C01379, 1 /  9,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,649380.0967,6863443.2531
109029,Exelmans,71124,Exelmans,42977,Exelmans,A01542,C01379,9,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,645660.7071,6860517.5076
1615,Honoré de Balzac,424926,Honoré De Balzac,45482,Honoré De Balzac,A01757,C01679,TRAM 3b,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,650056.8404,6866471.1788
117093,Mairie d'Aubervilliers,72524,Mairie d'Aubervilliers,483899,Mairie d'Aubervilliers,A01545,C01382,12,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,1,654612.5235,6868368.8379
117099,Noisy-le-Roi,64246,Noisy-le-Roi,480939,Noisy-le-Roi,A02373,C02344,TRAM 13,TRAM,0,0,0,1,0,0,0,0,0,0,Transkeo,1,0,631116.6309,6860549.3013
117098,L'Etang - Les Sablons,480950,L'Etang - Les Sablons,480931,L'Etang - Les Sablons,A02373,C02344,TRAM 13,TRAM,0,0,0,1,0,0,0,0,0,0,Transkeo,1,0,631689.7484,6863972.673
117097,Mareil-Marly,73602,Mareil-Marly,480943,Mareil-Marly,A02373,C02344,TRAM 13,TRAM,0,0,0,1,0,0,0,0,0,0,Transkeo,1,0,632468.9586,6864946.287
1826,Malabry,480872,Malabry,486821,Malabry,A02527,C02528,TRAM 10,TRAM,0,0,0,1,0,0,0,0,0,0,RD Bièvre,1,0,644852.8437,6852398.0088
1824,Cité-Jardin,425730,Cité-Jardin,486825,Cité-Jardin,A02527,C02528,TRAM 10,TRAM,0,0,0,1,0,0,0,0,0,0,RD Bièvre,1,0,645578.2105,6851973.1909
1821,Petit-Châtenay,69814,Petit Châtenay,486831,Petit Châtenay,A02527,C02528,TRAM 10,TRAM,0,0,0,1,0,0,0,0,0,0,RD Bièvre,1,0,647224.5151,6851622.4709
1820,LaVallée,69807,LaVallée,486833,LaVallée,A02527,C02528,TRAM 10,TRAM,0,0,0,1,0,0,0,0,0,0,RD Bièvre,1,0,647955.1503,6851468.8003
1835,Champlan,486959,Champlan,486958,Champlan,A02708,C02529,TRAM 12,TRAM,0,0,0,1,0,0,0,0,0,0,SNCF,1,0,647030.644772,6845620.2011
1834,Parc du Château,60892,Parc du Château,486979,Parc du Château,A02708,C02529,TRAM 12,TRAM,0,0,0,1,0,0,0,0,0,0,SNCF,1,0,652483.8271,6841052.8837
1837,Coteaux de l'Orge,486996,Coteaux de l'Orge,486977,Coteaux de l'Orge,A02708,C02529,TRAM 12,TRAM,0,0,0,1,0,0,0,0,0,0,SNCF,1,0,653061.7551,6840762.1315
1843,Thérèse Pierre,490918,Thérèse Pierre,490888,Thérèse Pierre,A01757,C01679,TRAM 3b,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,647787.925672,6865058.32771
